1541217101683, Voiculescu, Alexandru, male, 1976
2850927045769, Craciun, Nicoleta, female, 2007
2690822027573, Fulga, Ingrid, female, 1995
2661109246052, Hetco, Nicoleta, female, 1991
2741031196241, Pop, Natalia, female, 1999
2611201335784, Filipoaie, Izabela, female, 1982
1541226361013, Herlea, Mihai, male, 1980
2941211153577, Gliga, Otlia, female, 2013
2700201371295, Sabau, Maria, female, 1997
1940213369181, Pop, Sergiu, male, 2018
2580427236878, Fulga, Anda, female, 1983
1660601097016, Lazar, Ciprian, male, 1989
2610906032352, Nastase, Elena, female, 1984
2650911016629, Hosu, Nicoleta, female, 1989
2680301076435, Baciu, Zenobia, female, 1987
2620125015511, Stanciu, Andreea, female, 1987
2610807162104, Munteanu, Izabela, female, 1983
1560610052323, Nastase, Doru, male, 1980
1540112237123, Ene, Andrei, male, 1975
1570406277801, Zarnescu, Mihai, male, 1984
2770703201645, Mureseanu, Mihaela, female, 1999
2900719383777, Dogaru, Dora, female, 2010
2740716255589, Pacuraru, Elena, female, 2001
2570625058296, Hosu, Flavia, female, 1982
2810412285291, Voiculescu, Maria, female, 2007
1930511017882, Mureseanu, Raul, male, 2019
1930202330661, Gruia, Alexandru, male, 2012
1900626306945, Nicoara, Ciprian, male, 2016
1651125183253, Pop, Albert, male, 1983
2980317291643, Pacuraru, Otlia, female, 2019
2860823186630, Toderas, Maria, female, 2011
1860914145002, Sabau, Vlad, male, 2011
2570303522860, Badea, Adriana, female, 1978
2830331364404, Ene, Anca, female, 2007
2860419394376, Neagu, Izabela, female, 2008
1990513066423, Nicoara, Matei, male, 2025
1920705281171, Munteanu, Sergiu, male, 2018
1641124071399, Pacuraru, Robert, male, 1983
2660401238572, Filipoaie, Ingrid, female, 1984
1840212034411, Lazar, David, male, 2009
2940516326152, Hetco, Simina, female, 2019
1960517511541, Fulga, Sergiu, male, 2014
2630528116758, Medeleanu, Otlia, female, 1989
1860628058007, Toderas, Claudiu, male, 2010
1631117098291, Toderas, Cornel, male, 1981
2521019389127, Filipoaie, Mihaela, female, 1974
1930303248232, Ionita, David, male, 2016
1790523168069, Gliga, Alexandru, male, 1999
2720211339621, Baciu, Anca, female, 1999
1950325299333, Stanciu, Mihai, male, 2018
2871025138497, Macovei, Simina, female, 2009
2980117367967, Mureseanu, Izabela, female, 2024
2990917293636, Dragulescu, Natalia, female, 2018
1640423342780, Mureseanu, Horia, male, 1990
2921231312453, Sabau, Zenobia, female, 2013
2870805367975, Pop, Alexandra, female, 2006
2650927217887, Danciu, Anda, female, 1991
1770711272703, Fulga, Ciprian, male, 2000
1780320154517, Danciu, Cornel, male, 2000
2500523078665, Danciu, Otlia, female, 1968
1971003325361, Filipoaie, Cosmin, male, 2020
1810814247329, Stanciu, David, male, 2006
2721210193611, Toderas, Ioana, female, 1995
2630327321378, Gliga, Ada, female, 1990
1510607317301, Gliga, Alexandru, male, 1975
2630825042852, Herlea, Zenobia, female, 1986
1871114031885, Craciun, Stefan, male, 2010
1971111041696, Voiculescu, Robert, male, 2015
1550513283211, Sabau, Robert, male, 1976
2750518059131, Pacuraru, Zenobia, female, 1994
2891224337168, Dogaru, Flavia, female, 2013
2911222167836, Filipoaie, Ada, female, 2016
1640813152585, Gliga, Doru, male, 1984
1810927221310, Munteanu, Stefan, male, 2002
2610409242412, Gruia, Mihaela, female, 1988
1761210335395, Baciu, Paul, male, 1997
2830305247270, Dragulescu, Izabela, female, 2001
1801027343126, Badea, Paul, male, 2004
1900727238191, Voiculescu, Doru, male, 2017
1790809114366, Ionita, Codrut, male, 2000
2990907323175, Mureseanu, Ingrid, female, 2021
2850104136704, Danciu, Nicoleta, female, 2005
1590114322471, Munteanu, Claudiu, male, 1982
2510325107010, Nicoara, Anda, female, 1975
1920228397484, Gliga, Cornel, male, 2018
2700702239958, Pacuraru, Flavia, female, 1989
1700402153848, Nicoara, Claudiu, male, 1995
1641010352086, Voiculescu, Vlad, male, 1988
2761119259349, Filipoaie, Izabela, female, 1996
2641101203833, Filipoaie, Dora, female, 1988
1740724349842, Medeleanu, Codrut, male, 1996
1570326270616, Sabau, Vlad, male, 1978
1900704207994, Neagu, Albert, male, 2008
2590707174386, Grigorescu, Anda, female, 1980
1710111045871, Baciu, Matei, male, 1997
1950102025853, Baciu, Codrut, male, 2012
2930322139519, Danciu, Ioana, female, 2012
2640827283921, Manole, Elena, female, 1986
2850423175790, Manole, Dora, female, 2012
1590222085840, Toderas, Albert, male, 1985
1851111208720, Voiculescu, Cosmin, male, 2005
1770925083305, Gliga, Claudiu, male, 2003
1971121513394, Voiculescu, Robert, male, 2020
2790628186109, Pacuraru, Ada, female, 2002
2730206196237, Fulga, Zenobia, female, 1995
2840220354294, Badea, Ingrid, female, 2007
1790823384627, Mureseanu, Albert, male, 1997
2830424129784, Dragulescu, Ada, female, 2008
1600531054209, Badea, Codrut, male, 1987
1830831195291, Grigorescu, Horia, male, 2007
2641217528826, Ene, Anca, female, 1989
2911111228001, Craciun, Izabela, female, 2011
1760106337237, Gliga, Cornel, male, 1995
1890204516497, Filipoaie, Horia, male, 2012
2550403124115, Gruia, Ioana, female, 1976
2990522361301, Stanciu, Maria, female, 2019
1540712384701, Grigorescu, Cornel, male, 1972
1740205167840, Filipoaie, Vlad, male, 2000
2841216137862, Sabau, Natalia, female, 2007
2881215381531, Munteanu, Zenobia, female, 2011
2880820146031, Zarnescu, Alexandra, female, 2014
2620814147751, Nicoara, Maria, female, 1985
2870310040501, Neagu, Adriana, female, 2006
1780527037617, Ionita, Alexandru, male, 2004
1640613515815, Voiculescu, Codrut, male, 1986
1920718390112, Sabau, Alexandru, male, 2015
2710928018134, Fulga, Elena, female, 1990
1610912189442, Badea, Cosmin, male, 1980
1790109190746, Dragulescu, Claudiu, male, 1998
1680916046088, Zarnescu, Paul, male, 1993
1601003296672, Stanciu, Albert, male, 1980
1821117022864, Sabau, Paul, male, 2003
1610417215618, Hosu, Raul, male, 1984
2510128203921, Badea, Otlia, female, 1973
1561006288909, Nastase, Sergiu, male, 1982
2820309222255, Hetco, Alexandra, female, 2009
1751203181627, Stanciu, Cornel, male, 1998
2950809251621, Voiculescu, Dora, female, 2022
2700527088801, Pop, Mihaela, female, 1992
2581110194046, Hetco, Ingrid, female, 1979
1960425232384, Ene, David, male, 2015
1760528214830, Neagu, Andrei, male, 1996
2531202169183, Pop, Mihaela, female, 1979
2950328259510, Toderas, Flavia, female, 2018
2820418356989, Fulga, Ioana, female, 2000
2520503313778, Voiculescu, Alexandra, female, 1976
1811010018746, Zarnescu, Alexandru, male, 2000
1571220055960, Gruia, Matei, male, 1980
1920108516081, Voiculescu, Claudiu, male, 2014
2980119109401, Mureseanu, Andreea, female, 2023
1970110374707, Toderas, Andrei, male, 2022
1990127525677, Grigorescu, Sergiu, male, 2018
1630415153823, Pop, Albert, male, 1985
1650716013272, Badea, Matei, male, 1989
2620420181694, Pop, Florina, female, 1985
2821223231822, Medeleanu, Simina, female, 2007
1860109063641, Gruia, David, male, 2012
1791119120311, Sabau, Andrei, male, 2004
1910415043664, Voiculescu, Stefan, male, 2009
2641224130589, Sabau, Anda, female, 1988
1540609155159, Baciu, Doru, male, 1978
1501101082414, Medeleanu, Ciprian, male, 1969
2641019330319, Badea, Florina, female, 1987
1500430188896, Macovei, Horia, male, 1968
1970514210390, Medeleanu, Paul, male, 2021
1730118329165, Pacuraru, Stefan, male, 1990
1651208173644, Dragulescu, Paul, male, 1984
1650208215397, Hosu, Albert, male, 1987
1690802160955, Neagu, Vlad, male, 1988
1900527073478, Hetco, Alexandru, male, 2008
2681122276394, Nastase, Otlia, female, 1988
2850303377315, Hosu, Zenobia, female, 2004
2741031093513, Danciu, Simina, female, 1999
1891103520648, Zarnescu, Stefan, male, 2009
1721031312523, Filipoaie, Andrei, male, 1991
2920910246269, Dogaru, Dora, female, 2016
1840201146969, Toderas, Robert, male, 2008
2950520275957, Pacuraru, Zenobia, female, 2015
1840720352628, Mureseanu, Sergiu, male, 2005
2610310282937, Ene, Anca, female, 1983
2621027283943, Baciu, Anda, female, 1988
1731228526117, Munteanu, Doru, male, 1993
1550227012617, Craciun, Vlad, male, 1976
2631223163711, Pacuraru, Ioana, female, 1983
2511210391715, Dragulescu, Simina, female, 1973
2870101276087, Dragulescu, Zenobia, female, 2005
1521121382220, Hosu, Stefan, male, 1976
1770811260100, Munteanu, Paul, male, 1995
1821013383547, Pop, Cornel, male, 2008
1580105097465, Macovei, Codrut, male, 1983
1890510265617, Munteanu, Cosmin, male, 2014
2960112524223, Gruia, Florina, female, 2016
1840207082140, Zarnescu, Andrei, male, 2006
1710614186965, Macovei, Mihai, male, 1995
2861123387673, Ionita, Anda, female, 2009
1651126205990, Badea, Paul, male, 1985
2840202082720, Ionita, Anca, female, 2003
2760621348085, Nastase, Natalia, female, 1996
2810115218698, Grigorescu, Andreea, female, 2002
1820224168035, Hosu, Codrut, male, 2001
1780127381003, Voiculescu, Mihai, male, 1998
2980611395097, Dogaru, Ingrid, female, 2025
2720609064824, Stanciu, Dora, female, 1995
1920106391633, Macovei, Alexandru, male, 2012
2670108121835, Pop, Florina, female, 1993
2551105223646, Ene, Simina, female, 1976
2801202514731, Macovei, Adriana, female, 1999
1710327179141, Badea, Doru, male, 1995
1730212280728, Dogaru, Andrei, male, 1998
1981120045875, Hetco, Matei, male, 2022
1660317147349, Grigorescu, Horia, male, 1991
1620331176232, Medeleanu, Cornel, male, 1985
2960527143801, Stanciu, Mihaela, female, 2017
1571004076103, Macovei, Claudiu, male, 1982
1830603348637, Nastase, Mihai, male, 2001
1840325527488, Dogaru, Andrei, male, 2009
2780715152705, Badea, Dora, female, 2003
2710821073904, Ionita, Anda, female, 1990
2740305106986, Sabau, Zenobia, female, 1995
2540110255545, Munteanu, Maria, female, 1978
1901014189252, Grigorescu, Ciprian, male, 2009
2760816277672, Mureseanu, Mihaela, female, 1999
1790522254950, Ionita, Claudiu, male, 1997
2550206205551, Munteanu, Andreea, female, 1975
2950821360336, Sabau, Elena, female, 2020
2690831146801, Filipoaie, Flavia, female, 1992
2890525013080, Hosu, Anca, female, 2011
1650621374345, Manole, Andrei, male, 1987
2841109057791, Manole, Mihaela, female, 2009
1851010346841, Craciun, Doru, male, 2009
1890401057308, Dragulescu, Cornel, male, 2014
2841207528866, Grigorescu, Anca, female, 2008
1970207353861, Ionita, Andrei, male, 2016
1601203136161, Opris, Mihai, male, 1987
2620807038581, Nastase, Ada, female, 1988
1530119516541, Gliga, Claudiu, male, 1971
1901214188860, Voiculescu, Andrei, male, 2015
2830223295024, Pop, Flavia, female, 2001
1790101114238, Zarnescu, Vlad, male, 2005
2811205304756, Herlea, Adriana, female, 2003
2890614328084, Medeleanu, Andreea, female, 2012
1710216284126, Dragulescu, Claudiu, male, 1991
1570705395471, Nastase, Mihai, male, 1976
1610419139404, Macovei, Ciprian, male, 1982
2760818085245, Nastase, Alexandra, female, 1996
2700519334813, Ionita, Elena, female, 1995
1760204339009, Zarnescu, Andrei, male, 1996
1990617091748, Baciu, David, male, 2024
2520401023246, Dragulescu, Nicoleta, female, 1978
1981217160735, Macovei, Paul, male, 2022
1730414514741, Fulga, Robert, male, 1994
1630122256863, Gruia, Doru, male, 1986
2920918120031, Opris, Izabela, female, 2018
2700828164174, Toderas, Florina, female, 1995
2790624144458, Voiculescu, Florina, female, 2003
2940820375241, Neagu, Simina, female, 2017
1720511226591, Sabau, Raul, male, 1998
1921111059653, Herlea, Stefan, male, 2019
1940131343530, Baciu, David, male, 2013
2620105316739, Danciu, Mihaela, female, 1986
2790520389969, Pop, Adriana, female, 2005
2710813014594, Fulga, Ingrid, female, 1995
2830109048991, Filipoaie, Adriana, female, 2000
2940909186664, Toderas, Ioana, female, 2015
1790611267474, Manole, Albert, male, 1997
2780430383089, Opris, Flavia, female, 1996
1530705106208, Pacuraru, Claudiu, male, 1973
1981021089285, Hetco, Stefan, male, 2018
1630818267619, Dogaru, Cosmin, male, 1981
2961224086589, Neagu, Nicoleta, female, 2019
2931204297771, Dogaru, Andreea, female, 2012
2741010050864, Voiculescu, Simina, female, 1992
2870224061190, Ene, Ioana, female, 2012
2671109088596, Hetco, Alexandra, female, 1986
2611224398863, Dragulescu, Simina, female, 1980
2910118221835, Nicoara, Nicoleta, female, 2010
1831113266124, Fulga, Stefan, male, 2004
2781101265757, Hetco, Elena, female, 1999
2630511093777, Medeleanu, Simina, female, 1986
2751208382184, Baciu, Anca, female, 1996
1660908184156, Gliga, Ciprian, male, 1992
2581130050682, Grigorescu, Mihaela, female, 1982
1750321270563, Toderas, Cornel, male, 2000
2930404197261, Macovei, Simina, female, 2011
2801213380586, Sabau, Andreea, female, 2007
2740311245284, Stanciu, Ada, female, 1998
1820311148081, Nastase, Codrut, male, 2007
1870220294566, Danciu, Cosmin, male, 2014
1540504028362, Sabau, Cosmin, male, 1975
2660315391954, Gruia, Anda, female, 1993
1610721197743, Zarnescu, Claudiu, male, 1988
2790128119069, Gruia, Izabela, female, 2000
2611118217711, Badea, Izabela, female, 1979
2630817266997, Opris, Mihaela, female, 1988
1560202164102, Pacuraru, Cosmin, male, 1975
2550410360485, Fulga, Flavia, female, 1982
1940328397070, Voiculescu, Codrut, male, 2020
1910122029466, Baciu, Doru, male, 2016
2980202255811, Hetco, Simina, female, 2019
1910209069723, Baciu, Claudiu, male, 2010
2640714154704, Mureseanu, Ingrid, female, 1983
2900115300681, Grigorescu, Ioana, female, 2009
1721004216899, Herlea, Albert, male, 1994
2711207069824, Baciu, Elena, female, 1993
1541009014626, Ionita, Alexandru, male, 1979
1880223145401, Craciun, Albert, male, 2011
2530127373478, Opris, Zenobia, female, 1975
2650125527584, Hetco, Mihaela, female, 1991
1720219174569, Voiculescu, Paul, male, 1994
2800924193217, Filipoaie, Izabela, female, 1998
1751003351758, Manole, Horia, male, 1994
2720922510303, Mureseanu, Dora, female, 1999
1640916359824, Fulga, Codrut, male, 1982
2951104096006, Ionita, Anca, female, 2022
2660107310697, Craciun, Mihaela, female, 1985
1570718207167, Danciu, Andrei, male, 1976
2550123240421, Opris, Adriana, female, 1974
2841127147733, Hetco, Otlia, female, 2008
1940201352046, Craciun, Sergiu, male, 2016
1820620137445, Ionita, Stefan, male, 2005
1541212237726, Herlea, David, male, 1979
2590211346924, Voiculescu, Maria, female, 1981
2531021528866, Baciu, Maria, female, 1972
2520606333993, Badea, Nicoleta, female, 1978
2651105176536, Lazar, Adriana, female, 1984
2940213136231, Ionita, Elena, female, 2021
2790805128921, Fulga, Ioana, female, 2000
2741128105756, Toderas, Andreea, female, 1994
1541113088314, Nicoara, Horia, male, 1979
1840212130932, Medeleanu, Ciprian, male, 2005
2740417147790, Pacuraru, Mihaela, female, 1997
1740619523031, Hosu, Horia, male, 1999
1680403026997, Mureseanu, Claudiu, male, 1995
2820413154117, Medeleanu, Nicoleta, female, 2006
2851219149613, Sabau, Natalia, female, 2012
1520410327576, Gliga, Paul, male, 1970
2701211179683, Stanciu, Anca, female, 1991
2650321119930, Fulga, Ingrid, female, 1991
2700608120281, Herlea, Maria, female, 1996
1530119364749, Manole, Stefan, male, 1975
2990110518851, Opris, Otlia, female, 2016
1840406208544, Craciun, Sergiu, male, 2003
2940814024444, Stanciu, Ada, female, 2015
1660624321875, Gruia, Codrut, male, 1987
1700615087565, Baciu, Sergiu, male, 1990
2751101262561, Pacuraru, Izabela, female, 1994
1861117116145, Sabau, Cosmin, male, 2004
2770624020266, Gruia, Adriana, female, 1995
1730104248745, Filipoaie, Ciprian, male, 1992
1781205020033, Stanciu, Ciprian, male, 1997
2540714167891, Craciun, Ada, female, 1979
1900823511484, Toderas, Horia, male, 2008
1911016123639, Mureseanu, Andrei, male, 2011
2530613228126, Munteanu, Anda, female, 1976
2950818513566, Baciu, Adriana, female, 2014
1920716268608, Herlea, Robert, male, 2017
1950924315492, Baciu, Doru, male, 2018
2730823521936, Toderas, Nicoleta, female, 1994
1860816144463, Filipoaie, Alexandru, male, 2004
1651109282543, Neagu, Claudiu, male, 1990
2940523055971, Pacuraru, Anca, female, 2019
2860507274062, Badea, Simina, female, 2013
1960326172425, Lazar, Codrut, male, 2022
1541210069804, Opris, Horia, male, 1974
2901121300556, Hetco, Elena, female, 2017
2870201290293, Mureseanu, Ingrid, female, 2013
2970215350718, Gruia, Maria, female, 2016
1570111302112, Pop, Cosmin, male, 1979
1821004270407, Munteanu, Alexandru, male, 2001
1670704277790, Hetco, Robert, male, 1994
2750320313519, Hetco, Flavia, female, 1995
1820302195169, Gruia, Paul, male, 2007
1630204016150, Toderas, Claudiu, male, 1981
1650327526109, Nicoara, Cosmin, male, 1983
1621126060643, Mureseanu, Stefan, male, 1980
2541107244977, Stanciu, Florina, female, 1979
1680602200782, Ionita, Sergiu, male, 1990
2830703529931, Nastase, Simina, female, 2008
2671114213951, Nicoara, Alexandra, female, 1990
2880728067141, Medeleanu, Alexandra, female, 2012
2991126379414, Craciun, Izabela, female, 2019
2860212363081, Stanciu, Elena, female, 2013
2510314114785, Nastase, Natalia, female, 1973
2710323044606, Craciun, Anda, female, 1994
2940625088854, Herlea, Ingrid, female, 2020
1501217218285, Opris, Raul, male, 1970
1670102079373, Stanciu, Cornel, male, 1990
2820815236961, Filipoaie, Anca, female, 2005
1770210114596, Hosu, Codrut, male, 1998
2760523087976, Ene, Mihaela, female, 1999
1750228381259, Baciu, Alexandru, male, 1995
1510307317976, Ionita, Andrei, male, 1971
1690919198887, Grigorescu, Doru, male, 1996
1870709515876, Hetco, Codrut, male, 2014
2500315206147, Gliga, Ioana, female, 1973
2540118380933, Grigorescu, Maria, female, 1976
1931213065795, Sabau, Horia, male, 2020
2920120024973, Pop, Ingrid, female, 2013
1951130198582, Ionita, Paul, male, 2022
2640125012951, Medeleanu, Natalia, female, 1990
1880804143131, Grigorescu, Matei, male, 2015
2660425056691, Gliga, Natalia, female, 1986
2830815148283, Gliga, Ada, female, 2007
1790415315352, Lazar, Ciprian, male, 1999
2840826285869, Dragulescu, Anca, female, 2004
1830227217675, Gruia, Alexandru, male, 2007
1640624082681, Nicoara, Ciprian, male, 1983
1750901045781, Zarnescu, Codrut, male, 1999
2990619336494, Sabau, Elena, female, 2018
2590915349935, Dragulescu, Flavia, female, 1985
1571219028446, Toderas, Sergiu, male, 1977
2660616066361, Gruia, Nicoleta, female, 1984
2890604337910, Medeleanu, Andreea, female, 2014
1851114293823, Munteanu, Ciprian, male, 2009
1630201333752, Macovei, Sergiu, male, 1986
1500512295929, Nastase, Robert, male, 1969
2840616170373, Nicoara, Otlia, female, 2004
2820620143151, Pacuraru, Alexandra, female, 2004
1601112395803, Baciu, Vlad, male, 1981
2600611097014, Pop, Izabela, female, 1985
2651013226274, Pacuraru, Ingrid, female, 1988
1611220139759, Stanciu, Cosmin, male, 1987
2780425516890, Grigorescu, Flavia, female, 2003
2560327351677, Munteanu, Ioana, female, 1981
1740925157962, Grigorescu, Stefan, male, 1992
2520506023729, Toderas, Elena, female, 1974
2780107219192, Pacuraru, Adriana, female, 2004
2750707288937, Filipoaie, Anda, female, 1993
2850407061201, Pacuraru, Ioana, female, 2008
1890217037885, Neagu, Doru, male, 2015
1780716514810, Danciu, David, male, 1998
1710313293158, Hosu, Alexandru, male, 1990
1560409389898, Lazar, Doru, male, 1978
1990328244912, Dragulescu, Albert, male, 2023
1581212052962, Toderas, Horia, male, 1983
2960627165788, Craciun, Alexandra, female, 2020
2540318291269, Zarnescu, Zenobia, female, 1973
2991020333906, Herlea, Andreea, female, 2019
2790802160099, Nastase, Elena, female, 2004
1650316161016, Hetco, Claudiu, male, 1989
2921223398390, Munteanu, Alexandra, female, 2013
2821007092948, Craciun, Mihaela, female, 2008
2810907275678, Filipoaie, Izabela, female, 2000
1880718196485, Herlea, David, male, 2009
1690301372038, Neagu, Paul, male, 1993
1640110225548, Stanciu, Stefan, male, 1988
2661201526192, Nastase, Anca, female, 1989
2750528240172, Ionita, Mihaela, female, 1994
2720608138623, Toderas, Florina, female, 1996
1960416096898, Hosu, Vlad, male, 2016
2610628196788, Dogaru, Maria, female, 1984
1840528285693, Dragulescu, Albert, male, 2005
1510912263195, Dogaru, Horia, male, 1970
1790906187094, Manole, Paul, male, 2005
1600724222424, Lazar, Vlad, male, 1987
1601204378091, Munteanu, Codrut, male, 1979
1861016384893, Dragulescu, Ciprian, male, 2006
2830714394969, Voiculescu, Maria, female, 2010
1630415151670, Opris, Stefan, male, 1990
2800917204371, Neagu, Adriana, female, 2002
2560302111818, Hosu, Ioana, female, 1974
1620718200068, Opris, Raul, male, 1987
2981225072132, Danciu, Flavia, female, 2019
2761021076647, Opris, Flavia, female, 2000
2740527017701, Craciun, Simina, female, 2000
2780303525390, Craciun, Anca, female, 2001
1581011148831, Medeleanu, Matei, male, 1982
2890805213338, Ene, Alexandra, female, 2013
2690109060235, Voiculescu, Simina, female, 1994
2560422083651, Danciu, Elena, female, 1976
1821120106901, Lazar, Claudiu, male, 2004
2580605088447, Nicoara, Florina, female, 1985
1630517371382, Stanciu, Robert, male, 1987
2501110519953, Nastase, Maria, female, 1971
2651208150610, Badea, Izabela, female, 1983
1610402283870, Nastase, Matei, male, 1986
2591127379614, Badea, Dora, female, 1985
2580427252694, Zarnescu, Maria, female, 1976
2840421054864, Dogaru, Dora, female, 2002
1661105336495, Macovei, Alexandru, male, 1992
1800322341252, Craciun, Codrut, male, 1999
2630509251211, Opris, Izabela, female, 1983
1941007258562, Ene, Mihai, male, 2021
2920306523991, Opris, Simina, female, 2016
2790725142517, Badea, Otlia, female, 1999
2790324120581, Mureseanu, Simina, female, 2003
1650531067983, Hosu, Codrut, male, 1985
2540702352908, Craciun, Dora, female, 1981
1931228378599, Badea, Raul, male, 2018
1711004373550, Opris, Ciprian, male, 1989
1710324518482, Dragulescu, Andrei, male, 1991
2770208364899, Dogaru, Mihaela, female, 1997
2791026253539, Macovei, Elena, female, 1997
2780423321247, Hetco, Mihaela, female, 2004
2830223072112, Munteanu, Simina, female, 2003
2720213169679, Mureseanu, Mihaela, female, 1995
1700626120718, Gliga, Codrut, male, 1995
1900405151338, Mureseanu, Albert, male, 2015
1520724173018, Hosu, Sergiu, male, 1978
1680920188411, Toderas, Albert, male, 1991
1770314339321, Manole, Sergiu, male, 2004
1980314199319, Pacuraru, Stefan, male, 2025
2871023042311, Neagu, Mihaela, female, 2007
2681009250893, Pop, Natalia, female, 1986
2850327256558, Mureseanu, Elena, female, 2010
1890523249968, Hosu, Andrei, male, 2011
2570418388334, Stanciu, Ioana, female, 1979
1671204052389, Nastase, Codrut, male, 1989
2740910226532, Hosu, Natalia, female, 1998
2500606036308, Toderas, Elena, female, 1971
2640517063980, Stanciu, Adriana, female, 1982
2670914377888, Toderas, Maria, female, 1986
2671103312127, Herlea, Otlia, female, 1993
1730511036862, Munteanu, Doru, male, 1995
1790623297709, Toderas, Cosmin, male, 2005
1660324185301, Grigorescu, Ciprian, male, 1993
2730817193783, Hetco, Izabela, female, 1994
2920628050131, Pacuraru, Elena, female, 2019
2520721094439, Nicoara, Florina, female, 1970
2661223198168, Nastase, Ingrid, female, 1989
2910615107636, Medeleanu, Florina, female, 2010
2550227311406, Mureseanu, Nicoleta, female, 1973
2740103153932, Fulga, Nicoleta, female, 1998
2940821157057, Gliga, Anda, female, 2021
1711006165702, Badea, Robert, male, 1994
2840204251285, Munteanu, Florina, female, 2011
1621223381714, Fulga, Vlad, male, 1986
1921231254158, Mureseanu, Robert, male, 2014
2770403297159, Danciu, Flavia, female, 1996
1641021066671, Ene, Alexandru, male, 1983
1770228286469, Nastase, Alexandru, male, 1997
1851213132433, Dragulescu, Mihai, male, 2005
2570603205712, Opris, Natalia, female, 1983
1730424036985, Voiculescu, Horia, male, 1998
2531130212850, Pop, Dora, female, 1976
2581225269411, Opris, Ioana, female, 1982
2830109352316, Macovei, Ada, female, 2007
2770223268252, Stanciu, Anca, female, 2001
2630225374099, Craciun, Florina, female, 1981
1720310276694, Pacuraru, Sergiu, male, 1996
2980712376350, Medeleanu, Otlia, female, 2022
1911223369060, Dogaru, Cosmin, male, 2013
1611206247034, Craciun, Ciprian, male, 1981
2860111522258, Gliga, Ada, female, 2010
2910807291921, Voiculescu, Flavia, female, 2018
1660924361402, Ene, David, male, 1992
2701103207439, Pop, Maria, female, 1992
1880114240509, Lazar, Robert, male, 2013
2600420127099, Hosu, Flavia, female, 1987
2960520162527, Hetco, Simina, female, 2021
1970408260524, Opris, Cosmin, male, 2022
2640527339796, Medeleanu, Flavia, female, 1983
1690424526676, Gliga, Sergiu, male, 1993
2771214175740, Neagu, Otlia, female, 1997
1790222033901, Mureseanu, Sergiu, male, 1999
1780119098400, Pacuraru, Robert, male, 2001
1820316268471, Nastase, Raul, male, 2009
1981118379422, Filipoaie, Paul, male, 2017
1840209139185, Herlea, Sergiu, male, 2010
2730708057515, Lazar, Ioana, female, 1991
1580520127938, Voiculescu, David, male, 1978
2680121161359, Gruia, Anda, female, 1993
1671202043525, Ene, Alexandru, male, 1985
1810805259703, Sabau, Cosmin, male, 2003
1960202068703, Stanciu, Ciprian, male, 2022
1851203298551, Filipoaie, Claudiu, male, 2009
1770802094372, Danciu, Doru, male, 2002
1950307329091, Badea, Claudiu, male, 2020
2890128263426, Danciu, Simina, female, 2014
2950518249419, Baciu, Alexandra, female, 2020
1631125155176, Gruia, David, male, 1987
2830416177941, Danciu, Simina, female, 2005
1700827158844, Nicoara, Andrei, male, 1995
2810802137168, Hosu, Simina, female, 2007
1740727308071, Medeleanu, Albert, male, 1998
2931012388513, Gliga, Ioana, female, 2019
1940906324562, Manole, Matei, male, 2016
2930616275699, Stanciu, Alexandra, female, 2016
2670327180451, Grigorescu, Florina, female, 1987
1791027053493, Pop, Albert, male, 2004
2680101251558, Nicoara, Maria, female, 1985
1960308152361, Manole, Alexandru, male, 2023
2730426136717, Macovei, Ioana, female, 1992
2790419516261, Ene, Nicoleta, female, 2004
2600109204888, Sabau, Ada, female, 1983
2550305154282, Ionita, Ada, female, 1978
1710327172504, Lazar, Claudiu, male, 1992
1960618386459, Craciun, Vlad, male, 2018
2550819201019, Mureseanu, Ada, female, 1981
2861118232577, Gruia, Elena, female, 2005
1771126113960, Filipoaie, Matei, male, 1997
2521001341186, Herlea, Natalia, female, 1971
2890519376522, Ene, Alexandra, female, 2008
1690407329769, Stanciu, Vlad, male, 1991
1630715527064, Hosu, Raul, male, 1990
2861219307485, Pop, Izabela, female, 2013
1900715207441, Filipoaie, Codrut, male, 2011
1730819241493, Grigorescu, Sergiu, male, 1994
1670916258837, Opris, Albert, male, 1994
2991021387798, Ene, Simina, female, 2017
1760430215166, Gliga, Codrut, male, 1995
1590504109123, Stanciu, Cornel, male, 1977
1621011020908, Gruia, David, male, 1984
1961207383872, Gliga, Raul, male, 2018
1590309022877, Voiculescu, Ciprian, male, 1983
2710125283260, Badea, Ada, female, 1994
1570305281279, Dragulescu, David, male, 1984
2530105102142, Medeleanu, Anda, female, 1976
1820227090950, Ionita, Codrut, male, 2000
2711022083519, Gliga, Natalia, female, 1996
2601210298768, Gruia, Natalia, female, 1978
1760725286276, Gruia, Mihai, male, 2000
2720307159646, Ionita, Izabela, female, 1990
1970507371151, Manole, Alexandru, male, 2019
1831112045763, Baciu, Vlad, male, 2002
1830118072596, Stanciu, Andrei, male, 2001
2870122296376, Dragulescu, Simina, female, 2011
2580913518871, Hetco, Florina, female, 1985
1680821382984, Hosu, Vlad, male, 1986
1950421363088, Filipoaie, Sergiu, male, 2022
2720504049352, Manole, Anda, female, 1994
1670326099705, Toderas, Andrei, male, 1991
2860706379210, Voiculescu, Alexandra, female, 2005
1900121034174, Hetco, Sergiu, male, 2008
2920812010541, Toderas, Florina, female, 2015
1901231258540, Dragulescu, Albert, male, 2010
